Did_Poke1_Win,Hp_diff,Attack_diff,Defense_diff,Sp_Attack_diff,Sp_Defense_diff,Speed_diff
0,-30,-40,-25,25,-5,55
0,-55,-75,-40,-15,-35,35
0,-30,-35,-11,0,-6,25
0,-55,-70,-36,-25,-31,0
0,-25,-40,-15,-4,-24,45
0,-50,-70,-50,-34,-54,15
0,-35,-49,-20,-15,-15,42
0,-60,-74,-45,-40,-50,17
0,-7,-50,-5,5,-15,46
0,-27,-70,-25,-15,-35,16
0,-50,-85,-40,-30,-50,1
0,-25,-40,-40,-20,-5,20
0,-45,-105,-30,-40,-60,-20
0,-50,-95,-50,-45,-65,-5
0,-30,-85,-30,25,-5,15
0,-40,-110,-25,-40,-60,-25
0,-45,-100,-45,-45,-65,-10
1,-11,-47,20,20,20,23
0,-31,-67,0,0,-5,3
0,-46,-82,-15,-15,-21,-12
1,-12,-46,-2,44,0,45
0,-32,-66,-22,15,-20,25
0,-51,-78,-37,-5,-35,10
1,-10,-48,3,35,15,25
0,-30,-68,-17,15,-5,5
0,-45,-81,-31,0,-20,-10
1,20,0,30,50,40,55
1,26,10,20,104,30,85
1,11,34,25,50,40,35
1,-19,-16,-5,20,10,25
0,-39,-36,-25,0,-10,5
1,10,0,20,75,25,45
1,10,-10,15,75,30,55
1,10,-15,30,45,65,40
1,80,10,-5,15,50,-15
1,0,5,-5,10,15,85
1,-20,15,35,15,10,35
0,-50,-20,20,5,-15,10
1,-10,-40,55,65,10,10
0,-45,-60,30,40,-5,-10
0,-15,-40,0,35,15,-5
1,-15,30,-10,45,50,20
1,-15,-35,-10,60,35,85
1,50,-35,-10,60,35,20
0,-25,-45,-20,-5,5,10
0,-32,-52,-22,-2,-12,3
1,50,-15,10,35,35,15
1,15,25,9,10,40,36
0,-60,-90,-15,-35,-40,35
1,-5,0,25,-10,10,65
1,-15,25,30,5,10,40
1,-15,-5,-13,50,25,48
1,-15,-17,-13,45,25,60
1,-15,-50,-35,65,35,50
1,-10,10,10,5,20,60
1,-40,-55,-5,50,60,45
1,-20,-25,15,50,25,70
0,-50,-55,-15,20,-5,40
1,0,-8,-5,15,20,23
0,-35,-33,-10,-15,-10,18
1,-25,-35,25,45,-15,40
0,-50,-60,0,20,-35,15
1,25,-5,10,-10,20,45
1,-15,-45,45,50,-20,15
1,170,-95,-65,-15,45,5
1,25,30,50,-5,-15,-5
0,0,-15,25,-20,-30,-20
1,-15,-10,50,35,10,15
0,-40,-35,25,10,-15,-10
0,10,-45,5,10,15,-15
1,-30,5,9,-15,50,31
1,-30,20,-17,-15,50,42
1,-20,-20,40,0,20,0
0,-30,-50,25,-10,-10,-10
1,15,-5,15,75,15,10
0,-20,-60,10,10,-15,-5
1,-20,-50,0,30,20,105
0,-40,-70,-20,5,-5,55
1,-25,30,45,0,-10,30
0,-50,5,20,-25,-35,5
1,5,-27,0,23,55,22
0,-20,-52,-25,-7,30,-3
0,-45,-55,90,-20,-15,25
1,-20,-35,-10,80,15,65
0,-35,-50,-25,65,-5,50
0,-50,-65,-40,50,-25,35
1,-30,-5,110,35,-15,25
0,-50,-35,30,-5,-35,-5
1,25,5,5,15,40,5
0,0,-20,-20,-10,-10,-20
1,10,-30,10,20,35,25
0,-15,-55,-15,-5,10,0
1,-20,10,0,10,0,65
0,-45,-15,-25,-15,-25,30
0,-28,-10,-15,8,2,15
1,-30,-40,25,70,10,25
0,-55,-65,0,45,-5,0
1,15,-25,40,50,20,-15
0,10,-35,-5,-10,-20,-30
1,-15,0,0,30,20,60
1,-30,-15,-15,15,5,45
1,0,20,60,5,5,0
0,-25,-5,45,-5,-15,-10
0,-40,-20,30,-20,-30,-25
1,0,-30,-5,30,60,55
0,-40,-60,-35,0,40,25
1,0,5,-5,50,10,25
0,-15,-10,-20,35,-15,10
0,-30,-25,-35,20,-30,-5
1,10,30,10,15,25,10
0,-10,-20,-20,-15,-25,-10
1,-25,-50,-25,85,35,75
0,-40,-65,-40,70,10,60
0,-55,-80,-55,55,-5,45
1,10,-5,25,20,30,25
0,-15,-35,-5,0,-10,45
0,-40,-50,-30,-10,-20,45
1,10,10,10,50,20,50
0,-25,-30,-25,20,-10,15
1,-15,5,-10,10,10,50
0,-40,-20,-35,-15,-15,25
1,0,-18,8,45,20,40
0,-30,-48,-22,15,-10,10
1,-15,-30,-10,15,5,70
0,-40,-55,-35,-10,-20,45
1,-45,0,-20,0,10,75
0,-70,-45,-45,-15,-15,50
1,-10,-35,-10,40,15,45
0,-20,-45,-20,-10,-5,0
0,-20,-5,10,10,20,-15
0,-45,-30,-15,-5,-5,-20
1,-5,-20,15,60,30,5
0,-20,-35,0,35,15,-5
0,-35,-50,-15,25,5,-15
1,-5,-20,0,15,15,45
0,-40,-55,-35,-20,-20,10
1,60,-30,-25,35,-10,0
0,35,-55,-50,-5,-35,-25
1,-7,-24,5,31,40,55
0,-42,-59,-30,0,5,20
1,15,-30,3,45,30,15
0,-10,-55,-22,10,5,-10
1,1,2,7,35,15,40
0,-19,-28,-13,5,-5,20
0,-34,-43,-30,-10,-20,5
1,10,-8,17,25,25,31
0,-10,-38,-3,5,-5,11
0,-25,-53,-18,-10,-20,-4
1,-5,0,40,-5,-5,20
0,-30,-25,15,-30,-30,-5
1,-20,-10,-15,40,20,65
0,-45,-45,-30,0,-10,45
1,-20,-5,-1,15,19,35
0,-45,-40,-26,-10,-6,10
1,-15,-10,-5,11,1,55
0,-40,-40,-40,-19,-29,25
1,-25,-19,-10,0,10,52
0,-50,-44,-35,-25,-25,27
1,3,-20,5,20,10,56
0,-17,-40,-15,0,-10,26
0,-40,-55,-30,-15,-25,11
0,-15,-10,-30,-5,20,30
0,-35,-75,-20,-25,-35,-10
0,-40,-65,-40,-30,-40,5
0,-20,-55,-20,40,20,25
0,-30,-80,-15,-25,-35,-15
0,-35,-70,-35,-30,-40,0
1,-1,-17,30,35,45,33
0,-21,-37,10,15,20,13
0,-36,-52,-5,0,4,-2
1,-2,-16,8,59,25,55
0,-22,-36,-12,30,5,35
0,-41,-48,-27,10,-10,20
1,0,-18,13,50,40,35
0,-20,-38,-7,30,20,15
0,-35,-51,-21,15,5,0
1,30,20,50,65,65,65
1,36,30,40,119,55,95
1,21,54,45,65,65,45
1,-9,4,15,35,35,35
0,-29,-16,-5,15,15,15
1,20,20,40,90,50,55
1,20,10,35,90,55,65
1,20,5,50,60,90,50
1,90,30,15,30,75,-5
1,10,25,15,25,40,95
1,-10,35,55,30,35,45
1,-40,0,40,20,10,20
1,0,-20,75,80,35,20
1,-35,-40,50,55,20,0
1,-5,-20,20,50,40,5
1,-5,50,10,60,75,30
1,-5,-15,10,75,60,95
1,60,-15,10,75,60,30
1,-15,-25,0,10,30,20
0,-22,-32,-2,13,13,13
1,60,5,30,50,60,25
1,25,45,29,25,65,46
0,-50,-70,5,-20,-15,45
1,5,20,45,5,35,75
1,-5,45,50,20,35,50
1,-5,15,7,65,50,58
1,-5,3,7,60,50,70
1,-5,-30,-15,80,60,60
1,0,30,30,20,45,70
1,-30,-35,15,65,85,55
1,-10,-5,35,65,50,80
1,-40,-35,5,35,20,50
1,10,12,15,30,45,33
1,-25,-13,10,0,15,28
1,-15,-15,45,60,10,50
0,-40,-40,20,35,-10,25
1,35,15,30,5,45,55
1,-5,-25,65,65,5,25
1,180,-75,-45,0,70,15
1,35,50,70,10,10,5
1,10,5,45,-5,-5,-10
1,-5,10,70,50,35,25
1,-30,-15,45,25,10,0
1,20,-25,25,25,40,-5
1,-20,25,29,0,75,41
1,-20,40,3,0,75,52
1,-10,0,60,15,45,10
1,-20,-30,45,5,15,0
1,25,15,35,90,40,20
1,-10,-40,30,25,10,5
1,-10,-30,20,45,45,115
1,-30,-50,0,20,20,65
1,-15,50,65,15,15,40
1,-40,25,40,-10,-10,15
1,15,-7,20,38,80,32
1,-10,-32,-5,8,55,7
1,-35,-35,110,-5,10,35
1,-10,-15,10,95,40,75
1,-25,-30,-5,80,20,60
1,-40,-45,-20,65,0,45
1,-20,15,130,50,10,35
0,-40,-15,50,10,-10,5
1,35,25,25,30,65,15
1,10,0,0,5,15,-10
1,20,-10,30,35,60,35
1,-5,-35,5,10,35,10
1,-10,30,20,25,25,75
1,-35,5,-5,0,0,40
1,-18,10,5,23,27,25
1,-20,-20,45,85,35,35
1,-45,-45,20,60,20,10
1,25,-5,60,65,45,-5
1,20,-15,15,5,5,-20
1,-5,20,20,45,45,70
1,-20,5,5,30,30,55
1,10,40,80,20,30,10
1,-15,15,65,10,10,0
0,-30,0,50,-5,-5,-15
1,10,-10,15,45,85,65
1,-30,-40,-15,15,65,35
1,10,25,15,65,35,35
1,-5,10,0,50,10,20
0,-20,-5,-15,35,-5,5
1,20,50,30,30,50,20
1,10,20,20,15,25,10
1,-15,-30,-5,100,60,85
1,-30,-45,-20,85,35,70
1,-45,-60,-35,70,20,55
1,20,15,45,35,55,35
1,-5,-15,15,15,15,55
0,-30,-30,-10,5,5,55
1,20,30,30,65,45,60
1,-15,-10,-5,35,15,25
1,-5,25,10,25,35,60
0,-30,0,-15,0,10,35
1,10,2,28,60,45,50
1,-20,-28,-2,30,15,20
1,-5,-10,10,30,30,80
0,-30,-35,-15,5,5,55
1,-35,20,0,15,35,85
0,-60,-25,-25,0,10,60
1,0,-15,10,55,40,55
0,-10,-25,0,5,20,10
1,-10,15,30,25,45,-5
0,-35,-10,5,10,20,-10
1,5,0,35,75,55,15
1,-10,-15,20,50,40,5
1,-25,-30,5,40,30,-5
1,5,0,20,30,40,55
0,-30,-35,-15,-5,5,20
1,70,-10,-5,50,15,10
0,45,-35,-30,10,-10,-15
1,3,-4,25,46,65,65
0,-32,-39,-10,15,30,30
1,25,-10,23,60,55,25
1,0,-35,-2,25,30,0
1,11,22,27,50,40,50
1,-9,-8,7,20,20,30
0,-24,-23,-10,5,5,15
1,20,12,37,40,50,41
1,0,-18,17,20,20,21
0,-15,-33,2,5,5,6
1,5,20,60,10,20,30
0,-20,-5,35,-15,-5,5
1,-10,10,5,55,45,75
1,-35,-25,-10,15,15,55
1,-10,15,19,30,44,45
0,-35,-20,-6,5,19,20
1,-5,10,15,26,26,65
0,-30,-20,-20,-4,-4,35
1,-15,1,10,15,35,62
0,-40,-24,-15,-10,0,37
1,13,0,25,35,35,66
1,-7,-20,5,15,15,36
0,-30,-35,-10,0,0,21
1,-5,10,-10,10,45,40
0,-25,-55,0,-10,-10,0
0,-30,-45,-20,-15,-15,15
1,-10,-35,0,55,45,35
0,-20,-60,5,-10,-10,-5
0,-25,-50,-15,-15,-15,10
1,9,3,50,50,70,43
1,-11,-17,30,30,45,23
1,-26,-32,15,15,29,8
1,8,4,28,74,50,65
1,-12,-16,8,45,30,45
1,-31,-28,-7,25,15,30
1,10,2,33,65,65,45
1,-10,-18,13,45,45,25
1,-25,-31,-1,30,30,10
1,45,50,55,-35,5,-20
1,51,60,45,19,-5,10
1,36,84,50,-35,5,-40
0,6,34,20,-65,-25,-50
0,-14,14,0,-85,-45,-70
1,35,50,45,-10,-10,-30
1,35,40,40,-10,-5,-20
1,35,35,55,-40,30,-35
1,105,60,20,-70,15,-90
1,25,55,20,-75,-20,10
0,5,65,60,-70,-25,-40
0,-25,30,45,-80,-50,-65
0,15,10,80,-20,-25,-65
0,-20,-10,55,-45,-40,-85
0,10,10,25,-50,-20,-80
1,10,80,15,-40,15,-55
1,10,15,15,-25,0,10
1,75,15,15,-25,0,-55
0,0,5,5,-90,-30,-65
0,-7,-2,3,-87,-47,-72
1,75,35,35,-50,0,-60
1,40,75,34,-75,5,-39
0,-35,-40,10,-120,-75,-40
0,20,50,50,-95,-25,-10
0,10,75,55,-80,-25,-35
0,10,45,12,-35,-10,-27
0,10,33,12,-40,-10,-15
0,10,0,-10,-20,0,-25
0,15,60,35,-80,-15,-15
0,-15,-5,20,-35,25,-30
1,5,25,40,-35,-10,-5
0,-25,-5,10,-65,-40,-35
0,25,42,20,-70,-15,-52
0,-10,17,15,-100,-45,-57
0,0,15,50,-40,-50,-35
0,-25,-10,25,-65,-70,-60
0,50,45,35,-95,-15,-30
0,10,5,70,-35,-55,-60
0,195,-45,-40,-100,10,-70
0,50,80,75,-90,-50,-80
0,25,35,50,-105,-65,-95
0,10,40,75,-50,-25,-60
0,-15,15,50,-75,-50,-85
0,35,5,30,-75,-20,-90
0,-5,55,34,-100,15,-44
0,-5,70,8,-100,15,-33
0,5,30,65,-85,-15,-75
0,-5,0,50,-95,-45,-85
1,40,45,40,-10,-20,-65
0,5,-10,35,-75,-50,-80
0,5,0,25,-55,-15,30
0,-15,-20,5,-80,-40,-20
0,0,80,70,-85,-45,-45
0,-25,55,45,-110,-70,-70
0,30,23,25,-62,20,-53
0,5,-2,0,-92,-5,-78
0,-20,-5,115,-105,-50,-50
0,5,15,15,-5,-20,-10
0,-10,0,0,-20,-40,-25
0,-25,-15,-15,-35,-60,-40
1,-5,45,135,-50,-50,-50
0,-25,15,55,-90,-70,-80
0,50,55,30,-70,5,-70
0,25,30,5,-95,-45,-95
0,35,20,35,-65,0,-50
0,10,-5,10,-90,-25,-75
0,5,60,25,-75,-35,-10
0,-20,35,0,-100,-60,-45
0,-3,40,10,-77,-33,-60
0,-5,10,50,-15,-25,-50
0,-30,-15,25,-40,-40,-75
0,40,25,65,-35,-15,-90
0,35,15,20,-95,-55,-105
0,10,50,25,-55,-15,-15
0,-5,35,10,-70,-30,-30
0,25,70,85,-80,-30,-75
0,0,45,70,-90,-50,-85
0,-15,30,55,-105,-65,-100
1,25,20,20,-55,25,-20
0,-15,-10,-10,-85,5,-50
0,25,55,20,-35,-25,-50
0,10,40,5,-50,-50,-65
0,-5,25,-10,-65,-65,-80
1,35,80,35,-70,-10,-65
0,25,50,25,-85,-35,-75
0,15,30,5,-100,-60,-85
0,-15,-15,-15,-15,-25,-15
0,-30,-30,-30,-30,-40,-30
1,35,45,50,-65,-5,-50
0,10,15,20,-85,-45,-30
0,-15,0,-5,-95,-55,-30
1,35,60,35,-35,-15,-25
0,0,20,0,-65,-45,-60
0,10,55,15,-75,-25,-25
0,-15,30,-10,-100,-50,-50
0,25,32,33,-40,-15,-35
0,-5,2,3,-70,-45,-65
0,10,20,15,-70,-30,-5
0,-15,-5,-10,-95,-55,-30
0,-20,50,5,-85,-25,0
0,-45,5,-20,-100,-50,-25
0,15,15,15,-45,-20,-30
0,5,5,5,-95,-40,-75
0,5,45,35,-75,-15,-90
0,-20,20,10,-90,-40,-95
0,20,30,40,-25,-5,-70
0,5,15,25,-50,-20,-80
0,-10,0,10,-60,-30,-90
0,20,30,25,-70,-20,-30
0,-15,-5,-10,-105,-55,-65
0,85,20,0,-50,-45,-75
0,60,-5,-25,-90,-70,-100
1,18,26,30,-54,5,-20
0,-17,-9,-5,-85,-30,-55
0,40,20,28,-40,-5,-60
0,15,-5,3,-75,-30,-85
1,26,52,32,-50,-20,-35
0,6,22,12,-80,-40,-55
0,-9,7,-5,-95,-55,-70
1,35,42,42,-60,-10,-44
0,15,12,22,-80,-40,-64
0,0,-3,7,-95,-55,-79
0,20,50,65,-90,-40,-55
0,-5,25,40,-115,-65,-80
0,5,40,10,-45,-15,-10
0,-20,5,-5,-85,-45,-30
0,5,45,24,-70,-16,-40
0,-20,10,-1,-95,-41,-65
0,10,40,20,-74,-34,-20
0,-15,10,-15,-104,-64,-50
0,0,31,15,-85,-25,-23
0,-25,6,-10,-110,-60,-48
0,28,30,30,-65,-25,-19
0,8,10,10,-85,-45,-49
0,-15,-5,-5,-100,-60,-64
0,10,40,-5,-90,-15,-45
0,-10,-25,5,-110,-70,-85
0,-15,-15,-15,-115,-75,-70
0,5,-5,5,-45,-15,-50
0,-5,-30,10,-110,-70,-90
0,-10,-20,-10,-115,-75,-75
1,24,33,55,-50,10,-42
0,4,13,35,-70,-15,-62
0,-11,-2,20,-85,-31,-77
1,23,34,33,-26,-10,-20
0,3,14,13,-55,-30,-40
0,-16,2,-2,-75,-45,-55
1,25,32,38,-35,5,-40
0,5,12,18,-55,-15,-60
0,-10,-1,4,-70,-30,-75
1,60,65,70,-20,30,-5
1,66,75,60,34,20,25
1,51,99,65,-20,30,-25
1,21,49,35,-50,0,-35
0,1,29,15,-70,-20,-55
1,50,65,60,5,15,-15
1,50,55,55,5,20,-5
1,50,50,70,-25,55,-20
1,120,75,35,-55,40,-75
1,40,70,35,-60,5,25
1,20,80,75,-55,0,-25
0,-10,45,60,-65,-25,-50
1,30,25,95,-5,0,-50
0,-5,5,70,-30,-15,-70
0,25,25,40,-35,5,-65
1,25,95,30,-25,40,-40
1,25,30,30,-10,25,25
1,90,30,30,-10,25,-40
0,15,20,20,-75,-5,-50
0,8,13,18,-72,-22,-57
1,90,50,50,-35,25,-45
1,55,90,49,-60,30,-24
0,-20,-25,25,-105,-50,-25
1,35,65,65,-80,0,5
1,25,90,70,-65,0,-20
1,25,60,27,-20,15,-12
1,25,48,27,-25,15,0
1,25,15,5,-5,25,-10
1,30,75,50,-65,10,0
1,0,10,35,-20,50,-15
1,20,40,55,-20,15,10
0,-10,10,25,-50,-15,-20
1,40,57,35,-55,10,-37
0,5,32,30,-85,-20,-42
1,15,30,65,-25,-25,-20
0,-10,5,40,-50,-45,-45
1,65,60,50,-80,10,-15
1,25,20,85,-20,-30,-45
1,210,-30,-25,-85,35,-55
1,65,95,90,-75,-25,-65
0,40,50,65,-90,-40,-80
1,25,55,90,-35,0,-45
0,0,30,65,-60,-25,-70
0,50,20,45,-60,5,-75
1,10,70,49,-85,40,-29
1,10,85,23,-85,40,-18
1,20,45,80,-70,10,-60
0,10,15,65,-80,-20,-70
1,55,60,55,5,5,-50
0,20,5,50,-60,-25,-65
1,20,15,40,-40,10,45
0,0,-5,20,-65,-15,-5
1,15,95,85,-70,-20,-30
0,-10,70,60,-95,-45,-55
1,45,38,40,-47,45,-38
0,20,13,15,-77,20,-63
0,-5,10,130,-90,-25,-35
1,20,30,30,10,5,5
1,5,15,15,-5,-15,-10
0,-10,0,0,-20,-35,-25
1,10,60,150,-35,-25,-35
0,-10,30,70,-75,-45,-65
1,65,70,45,-55,30,-55
0,40,45,20,-80,-20,-80
1,50,35,50,-50,25,-35
0,25,10,25,-75,0,-60
1,20,75,40,-60,-10,5
0,-5,50,15,-85,-35,-30
0,12,55,25,-62,-8,-45
1,10,25,65,0,0,-35
0,-15,0,40,-25,-15,-60
1,55,40,80,-20,10,-75
0,50,30,35,-80,-30,-90
1,25,65,40,-40,10,0
1,10,50,25,-55,-5,-15
1,40,85,100,-65,-5,-60
0,15,60,85,-75,-25,-70
0,0,45,70,-90,-40,-85
1,40,35,35,-40,50,-5
0,0,5,5,-70,30,-35
1,40,70,35,-20,0,-35
0,25,55,20,-35,-25,-50
0,10,40,5,-50,-40,-65
1,50,95,50,-55,15,-50
1,40,65,40,-70,-10,-60
0,30,45,20,-85,-35,-70
1,15,15,15,15,25,15
0,-15,-15,-15,-15,-15,-15
1,50,60,65,-50,20,-35
0,25,30,35,-70,-20,-15
0,0,15,10,-80,-30,-15
1,50,75,50,-20,10,-10
0,15,35,15,-50,-20,-45
1,25,70,30,-60,0,-10
0,0,45,5,-85,-25,-35
1,40,47,48,-25,10,-20
0,10,17,18,-55,-20,-50
1,25,35,30,-55,-5,10
0,0,10,5,-80,-30,-15
1,-5,65,20,-70,0,15
0,-30,20,-5,-85,-25,-10
1,30,30,30,-30,5,-15
0,20,20,20,-80,-15,-60
1,20,60,50,-60,10,-75
0,-5,35,25,-75,-15,-80
1,35,45,55,-10,20,-55
0,20,30,40,-35,5,-65
0,5,15,25,-45,-5,-75
1,35,45,40,-55,5,-15
0,0,10,5,-90,-30,-50
1,100,35,15,-35,-20,-60
0,75,10,-10,-75,-45,-85
1,33,41,45,-39,30,-5
0,-2,6,10,-70,-5,-40
1,55,35,43,-25,20,-45
0,30,10,18,-60,-5,-70
1,41,67,47,-35,5,-20
0,21,37,27,-65,-15,-40
0,6,22,10,-80,-30,-55
1,50,57,57,-45,15,-29
0,30,27,37,-65,-15,-49
0,15,12,22,-80,-30,-64
1,35,65,80,-75,-15,-40
0,10,40,55,-100,-40,-65
1,20,55,25,-30,10,5
0,-5,20,10,-70,-20,-15
1,20,60,39,-55,9,-25
0,-5,25,14,-80,-16,-50
1,25,55,35,-59,-9,-5
0,0,25,0,-89,-39,-35
1,15,46,30,-70,0,-8
0,-10,21,5,-95,-35,-33
1,43,45,45,-50,0,-4
0,23,25,25,-70,-20,-34
0,0,10,10,-85,-35,-49
0,25,55,10,-75,10,-30
0,5,-10,20,-95,-45,-70
0,0,0,0,-100,-50,-55
0,20,10,20,-30,10,-35
0,10,-15,25,-95,-45,-75
0,5,-5,5,-100,-50,-60
1,39,48,70,-35,35,-27
1,19,28,50,-55,10,-47
0,4,13,35,-70,-6,-62
1,38,49,48,-11,15,-5
1,18,29,28,-40,-5,-25
0,-1,17,13,-60,-20,-40
1,40,47,53,-20,30,-25
1,20,27,33,-40,10,-45
0,5,14,19,-55,-5,-60
1,75,80,85,-5,45,10
1,81,90,75,49,35,40
1,66,114,80,-5,45,-10
1,36,64,50,-35,15,-20
0,16,44,30,-55,-5,-40
1,65,80,75,20,30,0
1,65,70,70,20,35,10
1,65,65,85,-10,70,-5
1,135,90,50,-40,55,-60
1,55,85,50,-45,20,40
1,35,95,90,-40,15,-10
1,5,60,75,-50,-10,-35
1,45,40,110,10,15,-35
1,10,20,85,-15,0,-55
1,40,40,55,-20,20,-50
1,40,110,45,-10,55,-25
1,40,45,45,5,40,40
1,105,45,45,5,40,-25
1,30,35,35,-60,10,-35
0,23,28,33,-57,-7,-42
1,105,65,65,-20,40,-30
1,70,105,64,-45,45,-9
0,-5,-10,40,-90,-35,-10
1,50,80,80,-65,15,20
1,40,105,85,-50,15,-5
1,40,75,42,-5,30,3
1,40,63,42,-10,30,15
1,40,30,20,10,40,5
1,45,90,65,-50,25,15
1,15,25,50,-5,65,0
1,35,55,70,-5,30,25
1,5,25,40,-35,0,-5
1,55,72,50,-40,25,-22
1,20,47,45,-70,-5,-27
1,30,45,80,-10,-10,-5
0,5,20,55,-35,-30,-30
1,80,75,65,-65,25,0
1,40,35,100,-5,-15,-30
1,225,-15,-10,-70,50,-40
1,80,110,105,-60,-10,-50
1,55,65,80,-75,-25,-65
1,40,70,105,-20,15,-30
1,15,45,80,-45,-10,-55
1,65,35,60,-45,20,-60
1,25,85,64,-70,55,-14
1,25,100,38,-70,55,-3
1,35,60,95,-55,25,-45
1,25,30,80,-65,-5,-55
1,70,75,70,20,20,-35
1,35,20,65,-45,-10,-50
1,35,30,55,-25,25,60
1,15,10,35,-50,0,10
1,30,110,100,-55,-5,-15
1,5,85,75,-80,-30,-40
1,60,53,55,-32,60,-23
1,35,28,30,-62,35,-48
1,10,25,145,-75,-10,-20
1,35,45,45,25,20,20
1,20,30,30,10,0,5
0,5,15,15,-5,-20,-10
1,25,75,165,-20,-10,-20
0,5,45,85,-60,-30,-50
1,80,85,60,-40,45,-40
1,55,60,35,-65,-5,-65
1,65,50,65,-35,40,-20
1,40,25,40,-60,15,-45
1,35,90,55,-45,5,20
0,10,65,30,-70,-20,-15
1,27,70,40,-47,7,-30
1,25,40,80,15,15,-20
1,0,15,55,-10,0,-45
1,70,55,95,-5,25,-60
1,65,45,50,-65,-15,-75
1,40,80,55,-25,25,15
1,25,65,40,-40,10,0
1,55,100,115,-50,10,-45
1,30,75,100,-60,-10,-55
0,15,60,85,-75,-25,-70
1,55,50,50,-25,65,10
1,15,20,20,-55,45,-20
1,55,85,50,-5,15,-20
1,40,70,35,-20,-10,-35
0,25,55,20,-35,-25,-50
1,65,110,65,-40,30,-35
1,55,80,55,-55,5,-45
0,45,60,35,-70,-20,-55
1,30,30,30,30,40,30
1,15,15,15,15,15,15
1,65,75,80,-35,35,-20
1,40,45,50,-55,-5,0
0,15,30,25,-65,-15,0
1,65,90,65,-5,25,5
1,30,50,30,-35,-5,-30
1,40,85,45,-45,15,5
0,15,60,20,-70,-10,-20
1,55,62,63,-10,25,-5
1,25,32,33,-40,-5,-35
1,40,50,45,-40,10,25
0,15,25,20,-65,-15,0
1,10,80,35,-55,15,30
0,-15,35,10,-70,-10,5
1,45,45,45,-15,20,0
0,35,35,35,-65,0,-45
1,35,75,65,-45,25,-60
0,10,50,40,-60,0,-65
1,50,60,70,5,35,-40
1,35,45,55,-20,20,-50
1,20,30,40,-30,10,-60
1,50,60,55,-40,20,0
0,15,25,20,-75,-15,-35
1,115,50,30,-20,-5,-45
0,90,25,5,-60,-30,-70
1,48,56,60,-24,45,10
0,13,21,25,-55,10,-25
1,70,50,58,-10,35,-30
1,45,25,33,-45,10,-55
1,56,82,62,-20,20,-5
1,36,52,42,-50,0,-25
0,21,37,25,-65,-15,-40
1,65,72,72,-30,30,-14
1,45,42,52,-50,0,-34
0,30,27,37,-65,-15,-49
1,50,80,95,-60,0,-25
0,25,55,70,-85,-25,-50
1,35,70,40,-15,25,20
1,10,35,25,-55,-5,0
1,35,75,54,-40,24,-10
0,10,40,29,-65,-1,-35
1,40,70,50,-44,6,10
0,15,40,15,-74,-24,-20
1,30,61,45,-55,15,7
0,5,36,20,-80,-20,-18
1,58,60,60,-35,15,11
1,38,40,40,-55,-5,-19
0,15,25,25,-70,-20,-34
1,40,70,25,-60,25,-15
0,20,5,35,-80,-30,-55
0,15,15,15,-85,-35,-40
1,35,25,35,-15,25,-20
0,25,0,40,-80,-30,-60
0,20,10,20,-85,-35,-45
1,54,63,85,-20,50,-12
1,34,43,65,-40,25,-32
1,19,28,50,-55,9,-47
1,53,64,63,4,30,10
1,33,44,43,-25,10,-10
0,14,32,28,-45,-5,-25
1,55,62,68,-5,45,-10
1,35,42,48,-25,25,-30
1,20,29,34,-40,10,-45
1,10,5,5,30,10,30
1,16,15,-5,84,0,60
1,1,39,0,30,10,10
0,-29,-11,-30,0,-20,0
0,-49,-31,-50,-20,-40,-20
1,0,5,-5,55,-5,20
1,0,-5,-10,55,0,30
1,0,-10,5,25,35,15
1,70,15,-30,-5,20,-40
1,-10,10,-30,-10,-15,60
0,-30,20,10,-5,-20,10
0,-60,-15,-5,-15,-45,-15
0,-20,-35,30,45,-20,-15
0,-55,-55,5,20,-35,-35
0,-25,-35,-25,15,-15,-30
1,-25,35,-35,25,20,-5
1,-25,-30,-35,40,5,60
1,40,-30,-35,40,5,-5
0,-35,-40,-45,-25,-25,-15
0,-42,-47,-47,-22,-42,-22
1,40,-10,-15,15,5,-10
1,5,30,-16,-10,10,11
0,-70,-85,-40,-55,-70,10
0,-15,5,0,-30,-20,40
0,-25,30,5,-15,-20,15
0,-25,0,-38,30,-5,23
0,-25,-12,-38,25,-5,35
0,-25,-45,-60,45,5,25
0,-20,15,-15,-15,-10,35
0,-50,-50,-30,30,30,20
1,-30,-20,-10,30,-5,45
0,-60,-50,-40,0,-35,15
0,-10,-3,-30,-5,-10,-2
0,-45,-28,-35,-35,-40,-7
0,-35,-30,0,25,-45,15
0,-60,-55,-25,0,-65,-10
0,15,0,-15,-30,-10,20
0,-25,-40,20,30,-50,-10
0,160,-90,-90,-35,15,-20
0,15,35,25,-25,-45,-30
0,-10,-10,0,-40,-60,-45
0,-25,-5,25,15,-20,-10
0,-50,-30,0,-10,-45,-35
0,0,-40,-20,-10,-15,-40
0,-40,10,-16,-35,20,6
0,-40,25,-42,-35,20,17
0,-30,-15,15,-20,-10,-25
0,-40,-45,0,-30,-40,-35
1,5,0,-10,55,-15,-15
0,-30,-55,-15,-10,-45,-30
0,-30,-45,-25,10,-10,80
0,-50,-65,-45,-15,-35,30
0,-35,35,20,-20,-40,5
0,-60,10,-5,-45,-65,-20
0,-5,-22,-25,3,25,-3
0,-30,-47,-50,-27,0,-28
0,-55,-50,65,-40,-45,0
0,-30,-30,-35,60,-15,40
